Protocol,Length,Src_IP,Dst_IP,Src_Port,Dst_Port,Timestamp,Anomaly
TCP,54,10.0.2.2,10.0.2.15,1119,45606,1629118910.978442,1
TCP,74,10.0.2.15,10.0.2.2,50380,6543,1629118910.978442,1
TCP,74,10.0.2.15,10.0.2.2,51486,1805,1629118910.979417,1
TCP,54,10.0.2.2,10.0.2.15,10003,56582,1629118910.979417,1
TCP,74,10.0.2.15,10.0.2.2,52430,6123,1629118910.980392,1
TCP,54,10.0.2.2,10.0.2.15,1641,45192,1629118910.981369,1
TCP,74,10.0.2.15,10.0.2.2,58722,2920,1629118910.981369,1
TCP,54,10.0.2.2,10.0.2.15,4,58390,1629118910.982345,1
TCP,74,10.0.2.15,10.0.2.2,32938,2607,1629118910.982345,1
TCP,54,10.0.2.2,10.0.2.15,8600,57762,1629118910.983321,1
TCP,74,10.0.2.15,10.0.2.2,46302,7512,1629118910.984297,1
TCP,54,10.0.2.2,10.0.2.15,1166,51706,1629118910.984297,1
TCP,74,10.0.2.15,10.0.2.2,58274,1096,1629118910.985273,1
TCP,54,10.0.2.2,10.0.2.15,7000,48068,1629118910.985273,1
TCP,74,10.0.2.15,10.0.2.2,41536,1042,1629118910.985273,1
TCP,54,10.0.2.2,10.0.2.15,49155,40212,1629118910.986249,1
TCP,74,10.0.2.15,10.0.2.2,51206,3030,1629118910.986249,1
TCP,54,10.0.2.2,10.0.2.15,4004,41012,1629118910.987224,1
TCP,74,10.0.2.15,10.0.2.2,56112,6792,1629118910.987224,1
TCP,54,10.0.2.2,10.0.2.15,1500,49500,1629118910.988201,1
TCP,74,10.0.2.15,10.0.2.2,55062,5907,1629118910.989177,1
TCP,54,10.0.2.2,10.0.2.15,5405,59290,1629118910.989177,1
TCP,74,10.0.2.15,10.0.2.2,55744,9418,1629118910.991129,1
TCP,54,10.0.2.2,10.0.2.15,10004,37178,1629118910.992105,1
TCP,74,10.0.2.15,10.0.2.2,60602,49999,1629118910.993081,1
TCP,54,10.0.2.2,10.0.2.15,524,53764,1629118910.993081,1
TCP,74,10.0.2.15,10.0.2.2,57938,8333,1629118910.995043,1
TCP,54,10.0.2.2,10.0.2.15,10180,33718,1629118910.996009,1
TCP,74,10.0.2.15,10.0.2.2,50328,2909,1629118910.996994,1
TCP,54,10.0.2.2,10.0.2.15,311,34814,1629118910.997962,1
TCP,74,10.0.2.15,10.0.2.2,49144,16992,1629118910.998937,1
TCP,54,10.0.2.2,10.0.2.15,2002,35716,1629118910.999913,1
TCP,74,10.0.2.15,10.0.2.2,49250,9999,1629118910.999913,1
TCP,54,10.0.2.2,10.0.2.15,41511,38738,1629118911.000888,1
TCP,74,10.0.2.15,10.0.2.2,60988,1322,1629118911.001864,1
TCP,54,10.0.2.2,10.0.2.15,2725,50386,1629118911.002841,1
TCP,74,10.0.2.15,10.0.2.2,48798,1090,1629118911.003817,1
TCP,54,10.0.2.2,10.0.2.15,5800,52920,1629118911.003817,1
TCP,74,10.0.2.15,10.0.2.2,49784,2222,1629118911.004794,1
TCP,54,10.0.2.2,10.0.2.15,6699,42828,1629118911.005769,1
TCP,54,10.0.2.2,10.0.2.15,1152,47778,1629118911.006745,1
TCP,54,10.0.2.2,10.0.2.15,1082,39280,1629118911.006745,1
TCP,54,10.0.2.2,10.0.2.15,1107,37118,1629118911.007721,1
TCP,54,10.0.2.2,10.0.2.15,3869,49502,1629118911.007721,1
TCP,54,10.0.2.2,10.0.2.15,6543,50380,1629118911.008697,1
TCP,54,10.0.2.2,10.0.2.15,1805,51486,1629118911.008697,1
TCP,54,10.0.2.2,10.0.2.15,6123,52430,1629118911.009673,1
TCP,54,10.0.2.2,10.0.2.15,2920,58722,1629118911.010649,1
TCP,74,10.0.2.15,10.0.2.2,60952,23502,1629118911.011626,1
TCP,54,10.0.2.2,10.0.2.15,2607,32938,1629118911.011626,1
TCP,74,10.0.2.15,10.0.2.2,52592,7002,1629118911.012602,1
TCP,54,10.0.2.2,10.0.2.15,7512,46302,1629118911.013579,1
TCP,74,10.0.2.15,10.0.2.2,36890,417,1629118911.015529,1
TCP,54,10.0.2.2,10.0.2.15,1096,58274,1629118911.015529,1
TCP,74,10.0.2.15,10.0.2.2,42876,32783,1629118911.016506,1
TCP,54,10.0.2.2,10.0.2.15,1042,41536,1629118911.017481,1
TCP,74,10.0.2.15,10.0.2.2,59160,259,1629118911.017481,1
TCP,54,10.0.2.2,10.0.2.15,3030,51206,1629118911.018456,1
TCP,74,10.0.2.15,10.0.2.2,53082,5030,1629118911.019433,1
TCP,54,10.0.2.2,10.0.2.15,6792,56112,1629118911.019433,1
TCP,74,10.0.2.15,10.0.2.2,44628,1417,1629118911.020409,1
TCP,54,10.0.2.2,10.0.2.15,5907,55062,1629118911.020409,1
TCP,74,10.0.2.15,10.0.2.2,56902,28201,1629118911.021385,1
TCP,54,10.0.2.2,10.0.2.15,9418,55744,1629118911.021385,1
TCP,74,10.0.2.15,10.0.2.2,55608,34573,1629118911.022362,1
TCP,54,10.0.2.2,10.0.2.15,49999,60602,1629118911.022362,1
TCP,74,10.0.2.15,10.0.2.2,40188,8000,1629118911.023337,1
TCP,54,10.0.2.2,10.0.2.15,8333,57938,1629118911.024313,1
TCP,74,10.0.2.15,10.0.2.2,36222,2638,1629118911.02529,1
TCP,54,10.0.2.2,10.0.2.15,2909,50328,1629118911.02529,1
TCP,74,10.0.2.15,10.0.2.2,35882,1521,1629118911.026265,1
TCP,54,10.0.2.2,10.0.2.15,16992,49144,1629118911.027241,1
TCP,74,10.0.2.15,10.0.2.2,47762,1050,1629118911.028217,1
TCP,54,10.0.2.2,10.0.2.15,9999,49250,1629118911.029193,1
TCP,74,10.0.2.15,10.0.2.2,53590,1717,1629118911.030169,1
TCP,54,10.0.2.2,10.0.2.15,1322,60988,1629118911.030169,1
TCP,74,10.0.2.15,10.0.2.2,40656,7911,1629118911.032121,1
TCP,54,10.0.2.2,10.0.2.15,1090,48798,1629118911.0331,1
TCP,74,10.0.2.15,10.0.2.2,55608,2525,1629118911.034074,1
TCP,54,10.0.2.2,10.0.2.15,2222,49784,1629118911.03505,1
TCP,74,10.0.2.15,10.0.2.2,37308,6669,1629118911.036025,1
TCP,54,10.0.2.2,10.0.2.15,23502,60952,1629118911.036025,1
TCP,74,10.0.2.15,10.0.2.2,59784,33,1629118911.037002,1
TCP,54,10.0.2.2,10.0.2.15,7002,52592,1629118911.037977,1
TCP,74,10.0.2.15,10.0.2.2,48028,84,1629118911.038953,1
TCP,54,10.0.2.2,10.0.2.15,417,36890,1629118911.039929,1
TCP,74,10.0.2.15,10.0.2.2,54940,5987,1629118911.040904,1
TCP,54,10.0.2.2,10.0.2.15,32783,42876,1629118911.040904,1
TCP,74,10.0.2.15,10.0.2.2,33704,714,1629118911.041881,1
TCP,54,10.0.2.2,10.0.2.15,259,59160,1629118911.041881,1
TCP,74,10.0.2.15,10.0.2.2,52674,1097,1629118911.043833,1
TCP,54,10.0.2.2,10.0.2.15,5030,53082,1629118911.043833,1
TCP,74,10.0.2.15,10.0.2.2,59578,3301,1629118911.044809,1
TCP,54,10.0.2.2,10.0.2.15,1417,44628,1629118911.045784,1
TCP,74,10.0.2.15,10.0.2.2,59258,4126,1629118911.045784,1
TCP,54,10.0.2.2,10.0.2.15,28201,56902,1629118911.046761,1
TCP,74,10.0.2.15,10.0.2.2,43856,1009,1629118911.047736,1
TCP,54,10.0.2.2,10.0.2.15,34573,55608,1629118911.047736,1
TCP,74,10.0.2.15,10.0.2.2,47104,7004,1629118911.048713,1
TCP,54,10.0.2.2,10.0.2.15,8000,40188,1629118911.048713,1
TCP,74,10.0.2.15,10.0.2.2,51550,5963,1629118911.049689,1
TCP,54,10.0.2.2,10.0.2.15,2638,36222,1629118911.049689,1
TCP,74,10.0.2.15,10.0.2.2,51954,4443,1629118911.051641,1
TCP,54,10.0.2.2,10.0.2.15,1521,35882,1629118911.051641,1
TCP,74,10.0.2.15,10.0.2.2,55588,9666,1629118911.052617,1
TCP,54,10.0.2.2,10.0.2.15,1050,47762,1629118911.053593,1
TCP,74,10.0.2.15,10.0.2.2,39034,2100,1629118911.054568,1
TCP,54,10.0.2.2,10.0.2.15,1717,53590,1629118911.054568,1
TCP,74,10.0.2.15,10.0.2.2,57458,1524,1629118911.055544,1
TCP,54,10.0.2.2,10.0.2.15,7911,40656,1629118911.055544,1
TCP,74,10.0.2.15,10.0.2.2,38752,146,1629118911.056562,1
TCP,54,10.0.2.2,10.0.2.15,2525,55608,1629118911.057497,1
TCP,74,10.0.2.15,10.0.2.2,43622,545,1629118911.058473,1
TCP,54,10.0.2.2,10.0.2.15,6669,37308,1629118911.058473,1
TCP,74,10.0.2.15,10.0.2.2,50414,4848,1629118911.059449,1
TCP,54,10.0.2.2,10.0.2.15,33,59784,1629118911.060424,1
TCP,74,10.0.2.15,10.0.2.2,49036,6510,1629118911.060424,1
TCP,54,10.0.2.2,10.0.2.15,84,48028,1629118911.0614,1
TCP,74,10.0.2.15,10.0.2.2,59838,10629,1629118911.0614,1
TCP,54,10.0.2.2,10.0.2.15,5987,54940,1629118911.062377,1
TCP,74,10.0.2.15,10.0.2.2,48994,2910,1629118911.063354,1
TCP,54,10.0.2.2,10.0.2.15,714,33704,1629118911.064329,1
TCP,74,10.0.2.15,10.0.2.2,38216,2809,1629118911.065305,1
TCP,54,10.0.2.2,10.0.2.15,1097,52674,1629118911.065305,1
TCP,74,10.0.2.15,10.0.2.2,46744,5440,1629118911.06628,1
TCP,54,10.0.2.2,10.0.2.15,3301,59578,1629118911.067256,1
TCP,74,10.0.2.15,10.0.2.2,48374,1045,1629118911.067256,1
TCP,54,10.0.2.2,10.0.2.15,4126,59258,1629118911.068232,1
TCP,74,10.0.2.15,10.0.2.2,52778,6901,1629118911.068232,1
TCP,54,10.0.2.2,10.0.2.15,1009,43856,1629118911.069208,1
TCP,74,10.0.2.15,10.0.2.2,43302,389,1629118911.070184,1
TCP,54,10.0.2.2,10.0.2.15,7004,47104,1629118911.070184,1
TCP,74,10.0.2.15,10.0.2.2,44862,33354,1629118911.07116,1
TCP,54,10.0.2.2,10.0.2.15,5963,51550,1629118911.07116,1
TCP,74,10.0.2.15,10.0.2.2,57786,48080,1629118911.072137,1
TCP,54,10.0.2.2,10.0.2.15,4443,51954,1629118911.073113,1
TCP,74,10.0.2.15,10.0.2.2,41650,722,1629118911.07409,1
TCP,54,10.0.2.2,10.0.2.15,9666,55588,1629118911.07409,1
TCP,74,10.0.2.15,10.0.2.2,55722,44501,1629118911.075064,1
TCP,54,10.0.2.2,10.0.2.15,2100,39034,1629118911.076041,1
TCP,74,10.0.2.15,10.0.2.2,42682,24800,1629118911.077017,1
TCP,74,10.0.2.2,10.0.2.15,1524,57458,1629118911.077017,1
TCP,74,10.0.2.15,10.0.2.2,47864,1022,1629118911.078005,1
TCP,54,10.0.2.2,10.0.2.15,146,38752,1629118911.078005,1
TCP,74,10.0.2.15,10.0.2.2,39960,2381,1629118911.078969,1
TCP,54,10.0.2.2,10.0.2.15,545,43622,1629118911.079944,1
TCP,74,10.0.2.15,10.0.2.2,51774,2191,1629118911.08092,1
TCP,54,10.0.2.2,10.0.2.15,4848,50414,1629118911.08092,1
TCP,74,10.0.2.15,10.0.2.2,51504,1311,1629118911.081897,1
TCP,54,10.0.2.2,10.0.2.15,6510,49036,1629118911.082872,1
TCP,74,10.0.2.15,10.0.2.2,43608,5904,1629118911.083849,1
TCP,54,10.0.2.2,10.0.2.15,10629,59838,1629118911.084825,1
TCP,74,10.0.2.15,10.0.2.2,40758,800,1629118911.085801,1
TCP,54,10.0.2.2,10.0.2.15,2910,48994,1629118911.085801,1
TCP,74,10.0.2.15,10.0.2.2,48726,808,1629118911.086776,1
TCP,54,10.0.2.2,10.0.2.15,2809,38216,1629118911.086776,1
TCP,74,10.0.2.15,10.0.2.2,35136,1064,1629118911.087752,1
TCP,54,10.0.2.2,10.0.2.15,5440,46744,1629118911.087752,1
TCP,74,10.0.2.15,10.0.2.2,45164,6005,1629118911.088728,1
TCP,54,10.0.2.2,10.0.2.15,1045,48374,1629118911.089705,1
TCP,74,10.0.2.15,10.0.2.2,53208,2033,1629118911.091657,1
TCP,54,10.0.2.2,10.0.2.15,6901,52778,1629118911.091657,1
TCP,74,10.0.2.15,10.0.2.2,44736,10616,1629118911.093609,1
TCP,54,10.0.2.2,10.0.2.15,389,43302,1629118911.093609,1
TCP,74,10.0.2.15,10.0.2.2,55226,5280,1629118911.094585,1
TCP,54,10.0.2.2,10.0.2.15,33354,44862,1629118911.094585,1
TCP,74,10.0.2.15,10.0.2.2,44364,902,1629118911.09556,1
TCP,54,10.0.2.2,10.0.2.15,48080,57786,1629118911.096537,1
TCP,74,10.0.2.15,10.0.2.2,53744,2394,1629118911.097514,1
TCP,54,10.0.2.2,10.0.2.15,722,41650,1629118911.098489,1
TCP,74,10.0.2.15,10.0.2.2,39520,9080,1629118911.099467,1
TCP,54,10.0.2.2,10.0.2.15,44501,55722,1629118911.100441,1
TCP,74,10.0.2.15,10.0.2.2,46534,6101,1629118911.101418,1
TCP,54,10.0.2.2,10.0.2.15,24800,42682,1629118911.101418,1
TCP,74,10.0.2.15,10.0.2.2,39516,3369,1629118911.103369,1
TCP,54,10.0.2.2,10.0.2.15,1022,47864,1629118911.103369,1
TCP,74,10.0.2.15,10.0.2.2,43406,1719,1629118911.105321,1
TCP,54,10.0.2.2,10.0.2.15,2381,39960,1629118911.105321,1
TCP,74,10.0.2.15,10.0.2.2,58532,5003,1629118911.106297,1
TCP,54,10.0.2.2,10.0.2.15,2191,51774,1629118911.107273,1
TCP,74,10.0.2.15,10.0.2.2,53584,5050,1629118911.107273,1
TCP,54,10.0.2.2,10.0.2.15,1311,51504,1629118911.108249,1
TCP,74,10.0.2.15,10.0.2.2,39092,2020,1629118911.109225,1
TCP,54,10.0.2.2,10.0.2.15,5904,43608,1629118911.110203,1
TCP,74,10.0.2.15,10.0.2.2,33398,306,1629118911.111177,1
TCP,54,10.0.2.2,10.0.2.15,800,40758,1629118911.111177,1
TCP,74,10.0.2.15,10.0.2.2,37190,55555,1629118911.113129,1
TCP,54,10.0.2.2,10.0.2.15,808,48726,1629118911.114105,1
TCP,74,10.0.2.15,10.0.2.2,38674,3283,1629118911.116057,1
TCP,54,10.0.2.2,10.0.2.15,1064,35136,1629118911.116057,1
TCP,74,10.0.2.15,10.0.2.2,46296,9998,1629118911.118009,1
TCP,54,10.0.2.2,10.0.2.15,6005,45164,1629118911.118985,1
TCP,74,10.0.2.15,10.0.2.2,40452,4279,1629118911.119961,1
TCP,54,10.0.2.2,10.0.2.15,2033,53208,1629118911.120937,1
TCP,74,10.0.2.15,10.0.2.2,36244,15002,1629118911.12289,1
TCP,54,10.0.2.2,10.0.2.15,10616,44736,1629118911.123866,1
TCP,74,10.0.2.15,10.0.2.2,60630,40193,1629118911.125817,1
TCP,54,10.0.2.2,10.0.2.15,5280,55226,1629118911.125817,1
TCP,74,10.0.2.15,10.0.2.2,34908,2006,1629118911.127769,1
TCP,54,10.0.2.2,10.0.2.15,902,44364,1629118911.128745,1
TCP,74,10.0.2.15,10.0.2.2,38200,888,1629118911.130697,1
TCP,54,10.0.2.2,10.0.2.15,2394,53744,1629118911.131673,1
TCP,74,10.0.2.15,10.0.2.2,55674,7443,1629118911.132649,1
TCP,54,10.0.2.2,10.0.2.15,9080,39520,1629118911.133625,1
TCP,74,10.0.2.15,10.0.2.2,46718,7201,1629118911.134601,1
TCP,54,10.0.2.2,10.0.2.15,6101,46534,1629118911.135576,1
TCP,74,10.0.2.15,10.0.2.2,40026,1984,1629118911.136553,1
TCP,54,10.0.2.2,10.0.2.15,3369,39516,1629118911.137529,1
TCP,74,10.0.2.15,10.0.2.2,44908,5810,1629118911.138505,1
TCP,54,10.0.2.2,10.0.2.15,1719,43406,1629118911.139481,1
TCP,74,10.0.2.15,10.0.2.2,59178,3367,1629118911.141432,1
TCP,54,10.0.2.2,10.0.2.15,5003,58532,1629118911.141432,1
TCP,74,10.0.2.15,10.0.2.2,40536,3003,1629118911.143385,1
TCP,54,10.0.2.2,10.0.2.15,5050,53584,1629118911.143385,1
TCP,74,10.0.2.15,10.0.2.2,48280,8007,1629118911.145338,1
TCP,54,10.0.2.2,10.0.2.15,2020,39092,1629118911.146314,1
TCP,74,10.0.2.15,10.0.2.2,59706,500,1629118911.146314,1
TCP,54,10.0.2.2,10.0.2.15,306,33398,1629118911.147289,1
TCP,66,10.0.2.15,10.0.2.2,57458,1524,1629118911.148264,1
TCP,54,10.0.2.2,10.0.2.15,55555,37190,1629118911.149242,1
TCP,66,10.0.2.15,10.0.2.2,57458,1524,1629118911.150217,1
TCP,54,10.0.2.2,10.0.2.15,3283,38674,1629118911.151193,1
TCP,74,10.0.2.15,10.0.2.2,52480,51103,1629118911.152169,1
TCP,54,10.0.2.2,10.0.2.15,9998,46296,1629118911.153145,1
TCP,74,10.0.2.15,10.0.2.2,51872,3493,1629118911.154121,1
TCP,54,10.0.2.2,10.0.2.15,4279,40452,1629118911.155097,1
TCP,74,10.0.2.15,10.0.2.2,56966,2998,1629118911.156073,1
TCP,54,10.0.2.2,10.0.2.15,15002,36244,1629118911.156073,1
TCP,74,10.0.2.15,10.0.2.2,35012,1095,1629118911.157048,1
TCP,54,10.0.2.2,10.0.2.15,40193,60630,1629118911.157048,1
TCP,74,10.0.2.15,10.0.2.2,59178,700,1629118911.158025,1
TCP,54,10.0.2.2,10.0.2.15,2006,34908,1629118911.158025,1
TCP,74,10.0.2.15,10.0.2.2,49280,2042,1629118911.159013,1
TCP,54,10.0.2.2,10.0.2.15,888,38200,1629118911.159987,1
TCP,74,10.0.2.15,10.0.2.2,38620,1700,1629118911.159987,1
TCP,54,10.0.2.2,10.0.2.15,7443,55674,1629118911.160953,1
TCP,74,10.0.2.15,10.0.2.2,53130,7999,1629118911.161928,1
TCP,54,10.0.2.2,10.0.2.15,7201,46718,1629118911.162905,1
TCP,74,10.0.2.15,10.0.2.2,41414,3689,1629118911.16388,1
TCP,54,10.0.2.2,10.0.2.15,1984,40026,1629118911.16388,1
TCP,74,10.0.2.15,10.0.2.2,35074,4445,1629118911.164856,1
TCP,54,10.0.2.2,10.0.2.15,5810,44908,1629118911.165833,1
TCP,74,10.0.2.15,10.0.2.2,38130,6668,1629118911.166808,1
TCP,54,10.0.2.2,10.0.2.15,3367,59178,1629118911.167785,1
TCP,74,10.0.2.15,10.0.2.2,36828,2383,1629118911.169737,1
TCP,54,10.0.2.2,10.0.2.15,3003,40536,1629118911.169737,1
TCP,74,10.0.2.15,10.0.2.2,60904,1145,1629118911.170714,1
TCP,54,10.0.2.2,10.0.2.15,8007,48280,1629118911.171689,1
TCP,74,10.0.2.15,10.0.2.2,60510,19101,1629118911.173641,1
TCP,54,10.0.2.2,10.0.2.15,500,59706,1629118911.173641,1
TCP,74,10.0.2.15,10.0.2.2,39990,49167,1629118911.174618,1
TCP,54,10.0.2.2,10.0.2.15,51103,52480,1629118911.175592,1
TCP,74,10.0.2.15,10.0.2.2,35054,10626,1629118911.176569,1
TCP,54,10.0.2.2,10.0.2.15,3493,51872,1629118911.176569,1
TCP,74,10.0.2.15,10.0.2.2,39434,8090,1629118911.178521,1
TCP,54,10.0.2.2,10.0.2.15,2998,56966,1629118911.178521,1
TCP,74,10.0.2.15,10.0.2.2,55562,1068,1629118911.179497,1
TCP,54,10.0.2.2,10.0.2.15,1095,35012,1629118911.180473,1
TCP,74,10.0.2.15,10.0.2.2,46546,2004,1629118911.18145,1
TCP,54,10.0.2.2,10.0.2.15,700,59178,1629118911.182425,1
TCP,74,10.0.2.15,10.0.2.2,44636,3871,1629118911.183401,1
TCP,54,10.0.2.2,10.0.2.15,2042,49280,1629118911.184377,1
TCP,74,10.0.2.15,10.0.2.2,40056,5906,1629118911.185354,1
TCP,54,10.0.2.2,10.0.2.15,1700,38620,1629118911.185354,1
TCP,74,10.0.2.15,10.0.2.2,39142,1151,1629118911.187305,1
TCP,54,10.0.2.2,10.0.2.15,7999,53130,1629118911.187305,1
TCP,74,10.0.2.15,10.0.2.2,42728,2103,1629118911.18828,1
TCP,54,10.0.2.2,10.0.2.15,3689,41414,1629118911.18828,1
TCP,74,10.0.2.15,10.0.2.2,42734,49161,1629118911.189256,1
TCP,54,10.0.2.2,10.0.2.15,4445,35074,1629118911.190233,1
TCP,74,10.0.2.15,10.0.2.2,54852,32777,1629118911.191209,1
TCP,54,10.0.2.2,10.0.2.15,6668,38130,1629118911.192185,1
TCP,74,10.0.2.15,10.0.2.2,40302,9003,1629118911.193161,1
TCP,54,10.0.2.2,10.0.2.15,2383,36828,1629118911.194138,1
TCP,74,10.0.2.15,10.0.2.2,48488,7019,1629118911.195113,1
TCP,54,10.0.2.2,10.0.2.15,1145,60904,1629118911.195113,1
TCP,74,10.0.2.15,10.0.2.2,58852,37,1629118911.197065,1
TCP,54,10.0.2.2,10.0.2.15,19101,60510,1629118911.197065,1
TCP,74,10.0.2.15,10.0.2.2,57034,1580,1629118911.19804,1
TCP,54,10.0.2.2,10.0.2.15,49167,39990,1629118911.199017,1
TCP,74,10.0.2.15,10.0.2.2,52540,3071,1629118911.199992,1
TCP,54,10.0.2.2,10.0.2.15,10626,35054,1629118911.199992,1
TCP,74,10.0.2.15,10.0.2.2,40650,843,1629118911.200971,1
TCP,54,10.0.2.2,10.0.2.15,8090,39434,1629118911.201501,1
TCP,74,10.0.2.15,10.0.2.2,55690,49154,1629118911.202455,1
TCP,54,10.0.2.2,10.0.2.15,1068,55562,1629118911.203432,1
TCP,74,10.0.2.15,10.0.2.2,59562,17877,1629118911.203432,1
TCP,54,10.0.2.2,10.0.2.15,2004,46546,1629118911.204407,1
TCP,74,10.0.2.15,10.0.2.2,34878,1041,1629118911.205383,1
TCP,54,10.0.2.2,10.0.2.15,3871,44636,1629118911.20636,1
TCP,74,10.0.2.15,10.0.2.2,35746,109,1629118911.207337,1
TCP,54,10.0.2.2,10.0.2.15,5906,40056,1629118911.208311,1
TCP,74,10.0.2.15,10.0.2.2,51282,3986,1629118911.209288,1
TCP,54,10.0.2.2,10.0.2.15,1151,39142,1629118911.210263,1
TCP,74,10.0.2.15,10.0.2.2,56124,646,1629118911.211239,1
TCP,54,10.0.2.2,10.0.2.15,2103,42728,1629118911.211239,1
TCP,74,10.0.2.15,10.0.2.2,45718,2010,1629118911.212216,1
TCP,54,10.0.2.2,10.0.2.15,49161,42734,1629118911.213192,1
TCP,74,10.0.2.15,10.0.2.2,53266,3168,1629118911.214167,1
TCP,54,10.0.2.2,10.0.2.15,32777,54852,1629118911.215144,1
TCP,74,10.0.2.15,10.0.2.2,37468,9500,1629118911.21612,1
TCP,54,10.0.2.2,10.0.2.15,9003,40302,1629118911.217096,1
TCP,74,10.0.2.15,10.0.2.2,53560,1033,1629118911.218073,1
TCP,54,10.0.2.2,10.0.2.15,7019,48488,1629118911.219048,1
TCP,74,10.0.2.15,10.0.2.2,52736,2196,1629118911.219048,1
TCP,54,10.0.2.2,10.0.2.15,37,58852,1629118911.220024,1
TCP,74,10.0.2.15,10.0.2.2,54688,8021,1629118911.221,1
TCP,54,10.0.2.2,10.0.2.15,1580,57034,1629118911.221,1
TCP,74,10.0.2.15,10.0.2.2,34332,3551,1629118911.221976,1
TCP,54,10.0.2.2,10.0.2.15,3071,52540,1629118911.222951,1
TCP,74,10.0.2.15,10.0.2.2,43244,8084,1629118911.223927,1
TCP,54,10.0.2.2,10.0.2.15,843,40650,1629118911.224905,1
TCP,74,10.0.2.15,10.0.2.2,56344,5009,1629118911.22588,1
TCP,54,10.0.2.2,10.0.2.15,49154,55690,1629118911.22588,1
TCP,74,10.0.2.15,10.0.2.2,48736,3476,1629118911.226856,1
TCP,54,10.0.2.2,10.0.2.15,17877,59562,1629118911.227833,1
TCP,74,10.0.2.15,10.0.2.2,39054,6547,1629118911.227833,1
TCP,54,10.0.2.2,10.0.2.15,1041,34878,1629118911.228808,1
TCP,74,10.0.2.15,10.0.2.2,46930,1100,1629118911.229784,1
TCP,54,10.0.2.2,10.0.2.15,109,35746,1629118911.229784,1
TCP,74,10.0.2.15,10.0.2.2,35290,1071,1629118911.231736,1
TCP,54,10.0.2.2,10.0.2.15,3986,51282,1629118911.231736,1
TCP,74,10.0.2.15,10.0.2.2,39700,9485,1629118911.233688,1
TCP,54,10.0.2.2,10.0.2.15,646,56124,1629118911.233688,1
TCP,74,10.0.2.15,10.0.2.2,58946,9502,1629118911.234663,1
TCP,54,10.0.2.2,10.0.2.15,2010,45718,1629118911.235643,1
TCP,74,10.0.2.15,10.0.2.2,60890,9594,1629118911.237592,1
TCP,54,10.0.2.2,10.0.2.15,3168,53266,1629118911.237592,1
TCP,74,10.0.2.15,10.0.2.2,34800,1503,1629118911.238569,1
TCP,54,10.0.2.2,10.0.2.15,9500,37468,1629118911.239544,1
TCP,74,10.0.2.15,10.0.2.2,51366,2492,1629118911.24052,1
TCP,54,10.0.2.2,10.0.2.15,1033,53560,1629118911.24052,1
TCP,74,10.0.2.15,10.0.2.2,47442,56737,1629118911.242471,1
TCP,54,10.0.2.2,10.0.2.15,2196,52736,1629118911.242471,1
TCP,74,10.0.2.15,10.0.2.2,56696,9090,1629118911.244424,1
TCP,54,10.0.2.2,10.0.2.15,8021,54688,1629118911.244424,1
TCP,74,10.0.2.15,10.0.2.2,53148,1687,1629118911.245399,1
TCP,54,10.0.2.2,10.0.2.15,3551,34332,1629118911.245399,1
TCP,74,10.0.2.15,10.0.2.2,57810,38292,1629118911.246375,1
TCP,54,10.0.2.2,10.0.2.15,8084,43244,1629118911.247352,1
TCP,74,10.0.2.15,10.0.2.2,40686,3690,1629118911.248328,1
TCP,54,10.0.2.2,10.0.2.15,5009,56344,1629118911.249304,1
TCP,74,10.0.2.15,10.0.2.2,34006,49176,1629118911.250279,1
TCP,54,10.0.2.2,10.0.2.15,3476,48736,1629118911.251255,1
TCP,74,10.0.2.15,10.0.2.2,54348,2047,1629118911.252231,1
TCP,54,10.0.2.2,10.0.2.15,6547,39054,1629118911.252231,1
TCP,74,10.0.2.15,10.0.2.2,51490,1031,1629118911.253208,1
TCP,54,10.0.2.2,10.0.2.15,1100,46930,1629118911.254183,1
TCP,74,10.0.2.15,10.0.2.2,48852,5822,1629118911.254183,1
TCP,54,10.0.2.2,10.0.2.15,1071,35290,1629118911.255159,1
TCP,74,10.0.2.15,10.0.2.2,54620,5080,1629118911.255159,1
TCP,54,10.0.2.2,10.0.2.15,9485,39700,1629118911.256135,1
TCP,74,10.0.2.15,10.0.2.2,39806,7,1629118911.257112,1
TCP,54,10.0.2.2,10.0.2.15,9502,58946,1629118911.257112,1
TCP,74,10.0.2.15,10.0.2.2,43420,211,1629118911.258088,1
TCP,54,10.0.2.2,10.0.2.15,9594,60890,1629118911.259065,1
TCP,74,10.0.2.15,10.0.2.2,52374,3659,1629118911.260039,1
TCP,54,10.0.2.2,10.0.2.15,1503,34800,1629118911.260039,1
TCP,74,10.0.2.15,10.0.2.2,40802,7778,1629118911.261016,1
TCP,54,10.0.2.2,10.0.2.15,2492,51366,1629118911.261016,1
TCP,74,10.0.2.15,10.0.2.2,44342,1110,1629118911.261992,1
TCP,54,10.0.2.2,10.0.2.15,56737,47442,1629118911.262967,1
TCP,74,10.0.2.15,10.0.2.2,56344,5226,1629118911.263944,1
TCP,54,10.0.2.2,10.0.2.15,9090,56696,1629118911.264919,1
TCP,74,10.0.2.15,10.0.2.2,55868,5269,1629118911.265896,1
TCP,54,10.0.2.2,10.0.2.15,1687,53148,1629118911.265896,1
TCP,74,10.0.2.15,10.0.2.2,51280,32771,1629118911.267848,1
TCP,54,10.0.2.2,10.0.2.15,38292,57810,1629118911.268824,1
